Chr	Start	End	GeneID	Anolis	Python	Thamnophis	lfcMean_LiverTreat	lfcSE_LiverTreat	pAdj_LiverTreat	lfcMean_LiverInter	lfcSE_LiverInter	pAdj_LiverInter	lfcMean_KidneyTreat	lfcSE_KidneyTreat	pAdj_KidneyTreat	lfcMean_KidneyInter	lfcSE_KidneyInter	pAdj_KidneyInter	lfcMean_SkinTreat	lfcSE_SkinTreat	pAdj_SkinTreat
scaffold-ma1	101868186	101875353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.331210823	0.600571858	0.014870448	NA	NA	NA	NA	NA	NA
scaffold-ma1	105176930	105248215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.84943274	1.177528245	0.023807811	NA	NA	NA	NA	NA	NA
scaffold-ma1	115373006	115416655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.272973747	0.617787947	0.022141973	NA	NA	NA	NA	NA	NA
scaffold-ma1	145665955	145674509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.505941002	0.910291463	0.002088013	NA	NA	NA	NA	NA	NA
scaffold-ma1	147178976	147186350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.002844486	1.006660744	0.011325919	NA	NA	NA	NA	NA	NA
scaffold-ma1	147715615	147724885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.676940702	1.279627367	0.037060785	NA	NA	NA	NA	NA	NA
scaffold-ma1	147715615	147724885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.598300409	0.772463392	0.000536903	NA	NA	NA	NA	NA	NA
scaffold-ma1	159628132	159689374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.979973834	0.358947731	0.016692394	NA	NA	NA	NA	NA	NA
scaffold-ma1	167941761	168000149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.563414034	1.213068469	0.043623885	NA	NA	NA	NA	NA	NA
scaffold-ma1	180346892	180378489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.972799228	0.398052151	0.027996994	NA	NA	NA	NA	NA	NA
scaffold-ma1	192656136	192670336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.042160231	0.970047485	0.008929095	NA	NA	NA	NA	NA	NA
scaffold-ma1	195650901	195652748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.292133316	0.54185828	0.011609642	NA	NA	NA	NA	NA	NA
scaffold-ma1	198269371	198284446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.119678666	0.495254133	0.023037594	NA	NA	NA	NA	NA	NA
scaffold-ma1	211393984	211405867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.687196989	1.251983015	0.005345965	NA	NA	NA	NA	NA	NA
scaffold-ma1	226198253	226237097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.180774688	0.507188766	0.017404566	NA	NA	NA	NA	NA	NA
scaffold-ma1	225317250	225325563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.201643326	1.01975988	0.007325738	NA	NA	NA	NA	NA	NA
scaffold-ma1	224128056	224129520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.448941321	0.814204834	0.027128179	NA	NA	NA	NA	NA	NA
scaffold-ma1	232578607	232594331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.586674929	1.015178166	0.032054547	NA	NA	NA	NA	NA	NA
scaffold-ma1	251266035	251270131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.194040923	0.650134456	0.038139803	NA	NA	NA	NA	NA	NA
scaffold-ma1	254326450	254339071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.557640303	1.27212033	0.04557248	NA	NA	NA	NA	NA	NA
scaffold-ma1	258792672	258823867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.102358822	0.456322712	0.018756063	NA	NA	NA	NA	NA	NA
scaffold-ma1	259780536	259790672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.969907626	1.196159268	0.019236204	NA	NA	NA	NA	NA	NA
scaffold-ma1	271183568	271194185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.239396777	0.622589111	0.027016339	NA	NA	NA	NA	NA	NA
scaffold-ma1	269870668	269886996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.049021208	0.525357426	0.042583195	NA	NA	NA	NA	NA	NA
scaffold-ma1	269205811	269244685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.016291356	0.455571436	0.0336247	NA	NA	NA	NA	NA	NA
scaffold-ma1	279972473	279979948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.262669934	0.774925716	0.045090502	NA	NA	NA	NA	NA	NA
scaffold-ma1	282814540	282851690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.408083306	0.890158176	0.002359388	NA	NA	NA	NA	NA	NA
scaffold-ma1	297394747	297405014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.202301913	0.725410469	0.048148339	NA	NA	NA	NA	NA	NA
scaffold-ma1	302324326	302354055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.648522145	0.878861889	0.018320254	NA	NA	NA	NA	NA	NA
scaffold-ma1	299469661	299483356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.197448873	0.586329609	1.05E-06	NA	NA	NA	NA	NA	NA
scaffold-ma1	308374008	308415283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.366781131	0.519203777	1.24E-05	NA	NA	NA	NA	NA	NA
scaffold-ma1	309371813	309373894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.826641099	0.850373713	0.009354243	NA	NA	NA	NA	NA	NA
scaffold-ma5	533863	543497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.006027957	0.472765837	0.040357873	NA	NA	NA	NA	NA	NA
scaffold-ma5	984774	989556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.365426334	0.881275715	0.042879474	NA	NA	NA	NA	NA	NA
scaffold-ma5	5722453	5729345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.84187944	0.832206862	0.008015942	NA	NA	NA	NA	NA	NA
scaffold-ma5	12640793	12677692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.409315	0.73093583	0.022087864	NA	NA	NA	NA	NA	NA
scaffold-ma5	14405444	14420234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.281975005	1.794076795	0.012557006	NA	NA	NA	NA	NA	NA
scaffold-ma5	23560213	23575760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.203170755	0.577085954	0.024882033	NA	NA	NA	NA	NA	NA
scaffold-ma5	31365931	31374551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.302169903	0.835561132	0.000131177	NA	NA	NA	NA	NA	NA
scaffold-ma5	34804995	34876245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.71508861	1.335699596	0.035340077	NA	NA	NA	NA	NA	NA
scaffold-ma5	36535434	36559934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.885500713	1.533370959	0.026387025	NA	NA	NA	NA	NA	NA
scaffold-ma5	41877818	41890019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.183912029	0.700840001	0.047888215	NA	NA	NA	NA	NA	NA
scaffold-ma5	50210697	50235997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.557023647	0.743233718	0.013377881	NA	NA	NA	NA	NA	NA
scaffold-ma5	51670753	51696236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.351965823	0.435590516	0.001741288	NA	NA	NA	NA	NA	NA
scaffold-ma5	52556855	52569209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.597453988	0.987326878	0.029284986	NA	NA	NA	NA	NA	NA
scaffold-ma5	53292982	53322016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.812855708	1.007864652	0.017984243	NA	NA	NA	NA	NA	NA
scaffold-ma5	60771930	60821527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.576265237	0.574471663	0.002896328	NA	NA	NA	NA	NA	NA
scaffold-ma5	64736754	64756709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.714251054	0.671584042	0.003990305	NA	NA	NA	NA	NA	NA
scaffold-ma5	70354857	70360797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.162750525	0.763514028	0.001754954	NA	NA	NA	NA	NA	NA
scaffold-ma5	71011729	71018296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.832600892	1.632430828	0.006308648	NA	NA	NA	NA	NA	NA
scaffold-mi3	2734372	2738675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.704362977	0.65206509	0.003457121	NA	NA	NA	NA	NA	NA
scaffold-mi3	3013563	3015341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.408890394	0.861563604	0.035964666	NA	NA	NA	NA	NA	NA
scaffold-mi3	3117959	3148252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.845308719	0.951281457	0.013718623	NA	NA	NA	NA	NA	NA
scaffold-mi3	5843155	5875191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.034476281	1.333904247	0.020274065	NA	NA	NA	NA	NA	NA
scaffold-mi3	6886214	6889940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.737330091	1.38794155	0.034317625	NA	NA	NA	NA	NA	NA
scaffold-mi3	9773061	9782869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.093330549	1.395524297	0.019166286	NA	NA	NA	NA	NA	NA
scaffold-mi3	12521763	12549064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.743142322	1.129530795	0.027695681	NA	NA	NA	NA	NA	NA
scaffold-mi3	13833808	13864030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.547086438	1.719599724	0.009564359	NA	NA	NA	NA	NA	NA
scaffold-mi3	14778966	14793531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.407936796	0.92099427	0.000212924	NA	NA	NA	NA	NA	NA
scaffold-mi6	963610	979060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.005133083	0.468978385	0.039703283	NA	NA	NA	NA	NA	NA
scaffold-mi6	3798846	3804479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.469333216	0.852956468	0.029038408	NA	NA	NA	NA	NA	NA
scaffold-mi6	4678659	4689134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.221499822	0.638496525	0.031831121	NA	NA	NA	NA	NA	NA
scaffold-mi6	8913156	8930283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.358166629	1.174238285	0.008534781	NA	NA	NA	NA	NA	NA
scaffold-mi6	8643817	8679936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.312477601	1.252419713	0.01108811	NA	NA	NA	NA	NA	NA
scaffold-ma6	3418147	3423622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.173142058	0.629472885	0.038196849	NA	NA	NA	NA	NA	NA
scaffold-ma6	7314940	7321428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.943236681	0.859277008	0.000476923	NA	NA	NA	NA	NA	NA
scaffold-ma6	17945281	18035524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.146154727	1.407933709	0.017787014	NA	NA	NA	NA	NA	NA
scaffold-ma6	24820933	24845139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.328232722	0.6052052	0.01561263	NA	NA	NA	NA	NA	NA
scaffold-ma6	29020140	29032676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.464806174	1.007096795	0.042494898	NA	NA	NA	NA	NA	NA
scaffold-ma6	30163027	30166079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.971275317	1.449016581	0.023703326	NA	NA	NA	NA	NA	NA
scaffold-ma6	44271625	44273946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.089911927	0.597082188	0.048370701	NA	NA	NA	NA	NA	NA
scaffold-ma6	49542910	49565238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.194906854	0.597142297	0.029283497	NA	NA	NA	NA	NA	NA
scaffold-ma6	49519976	49525744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781672017	0.266518904	0.02254398	NA	NA	NA	NA	NA	NA
scaffold-ma6	49869942	49915198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.046816311	0.717734424	0.001667573	NA	NA	NA	NA	NA	NA
scaffold-ma6	51529101	51555264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.822277465	0.611855912	1.85E-05	NA	NA	NA	NA	NA	NA
scaffold-ma6	52486933	52527226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.397397599	0.950407675	0.045900235	NA	NA	NA	NA	NA	NA
scaffold-ma6	55626394	55642885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58012115	0.889486118	0.023037594	NA	NA	NA	NA	NA	NA
scaffold-ma6	56187139	56196680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.417602826	0.844074975	0.033112509	NA	NA	NA	NA	NA	NA
scaffold-ma6	60600765	60610290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.356829919	0.698700671	0.023247344	NA	NA	NA	NA	NA	NA
scaffold-ma6	68790697	68792913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.862561307	0.656983271	0.001762957	NA	NA	NA	NA	NA	NA
scaffold-ma6	68673839	68700801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.435259089	0.960029379	0.042016736	NA	NA	NA	NA	NA	NA
scaffold-mi10	242312	264702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.656897574	0.956624281	0.022915694	NA	NA	NA	NA	NA	NA
scaffold-mi10	1409933	1427305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.441594675	1.067454781	0.049117067	NA	NA	NA	NA	NA	NA
scaffold-mi10	1432715	1435868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.326873853	0.783006498	6.19E-05	NA	NA	NA	NA	NA	NA
scaffold-mi10	1500943	1509489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.363580985	0.873170881	0.042258923	NA	NA	NA	NA	NA	NA
scaffold-mi10	1607084	1619813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.276307234	1.227111432	0.011325919	NA	NA	NA	NA	NA	NA
scaffold-mi10	2002991	2020339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.569003863	1.482071684	0.040741875	NA	NA	NA	NA	NA	NA
scaffold-mi10	2155455	2186429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.734420325	0.760277702	0.007429925	NA	NA	NA	NA	NA	NA
scaffold-mi10	3681790	3696335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.371911134	0.991085705	0.004370116	NA	NA	NA	NA	NA	NA
scaffold-mi10	4010237	4015103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.247761101	0.448027225	0.005427966	NA	NA	NA	NA	NA	NA
scaffold-mi10	4162333	4167631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.611228969	1.118364782	0.004280834	NA	NA	NA	NA	NA	NA
scaffold-mi10	4665648	4670384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.409309855	0.843978192	0.034117605	NA	NA	NA	NA	NA	NA
scaffold-mi10	5043699	5050338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.518271638	1.022617642	0.038719769	NA	NA	NA	NA	NA	NA
scaffold-mi10	4997223	5010803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.467456761	0.627547204	0.008929095	NA	NA	NA	NA	NA	NA
scaffold-mi1	1416730	1448905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.352988835	1.375505533	0.012362305	NA	NA	NA	NA	NA	NA
scaffold-mi1	7049221	7063760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.828213088	0.773781005	0.0002684	NA	NA	NA	NA	NA	NA
scaffold-mi1	18734541	18739952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.809142444	1.273735104	0.029038408	NA	NA	NA	NA	NA	NA
scaffold-mi1	19273700	19279984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.927451563	0.90122028	0.008929095	NA	NA	NA	NA	NA	NA
scaffold-mi1	21217811	21223630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.758972312	0.711096084	0.004618592	NA	NA	NA	NA	NA	NA
scaffold-ma2	2636053	2636515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.137560918	0.606630512	0.040454422	NA	NA	NA	NA	NA	NA
scaffold-ma2	5134334	5135038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.638985612	0.858842502	0.001033795	NA	NA	NA	NA	NA	NA
scaffold-ma2	6282605	6306788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.920391554	1.08257519	0.000172091	NA	NA	NA	NA	NA	NA
scaffold-ma2	8891039	8929483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.670504112	0.99062012	0.024422602	NA	NA	NA	NA	NA	NA
scaffold-ma2	15734563	15748616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.778915722	0.299155165	0.041525564	NA	NA	NA	NA	NA	NA
scaffold-ma2	27667523	27710639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.915655487	0.418138666	0.049519081	NA	NA	NA	NA	NA	NA
scaffold-ma2	31929134	31952902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.308728676	1.045902174	0.006361661	NA	NA	NA	NA	NA	NA
scaffold-ma2	33794738	33797199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.568985187	1.507776586	0.039666309	NA	NA	NA	5.90402133	2.079444236	0.006397857
scaffold-ma2	33804056	33807186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.87904186	1.250267142	0.000449178	NA	NA	NA	5.043212035	1.984318124	0.014089642
scaffold-ma2	39041738	39054157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.028985081	1.341326028	0.003430782	NA	NA	NA	NA	NA	NA
scaffold-ma2	39018936	39037212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.887282891	0.437141699	1.35E-05	NA	NA	NA	NA	NA	NA
scaffold-ma2	42259654	42296941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.068819584	0.968643424	0.000801223	NA	NA	NA	NA	NA	NA
scaffold-ma2	43763732	43779705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.415204386	0.540049714	0.00504883	NA	NA	NA	NA	NA	NA
scaffold-ma2	62964094	62973260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.428467228	1.006021095	0.046752465	NA	NA	NA	NA	NA	NA
scaffold-ma2	64945646	64985569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.605440314	1.14474893	0.038139803	NA	NA	NA	NA	NA	NA
scaffold-ma2	82149653	82170023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.152026893	0.62232803	0.040518485	NA	NA	NA	NA	NA	NA
scaffold-ma2	88769955	88770637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.164467406	0.362227708	0.002720329	NA	NA	NA	NA	NA	NA
scaffold-ma2	89914450	89943906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.502741568	1.137048387	0.046699223	NA	NA	NA	NA	NA	NA
scaffold-ma2	93156482	93191645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.150723339	0.636094526	0.042966613	NA	NA	NA	NA	NA	NA
scaffold-ma2	97728989	97732240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.248475127	0.703915825	0.037581502	NA	NA	NA	NA	NA	NA
scaffold-ma2	120573337	120582364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.036090636	0.718273566	0.001741288	NA	NA	NA	NA	NA	NA
scaffold-ma2	124066620	124077662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.00198889	1.043206482	0.012865769	NA	NA	NA	NA	NA	NA
scaffold-ma2	126719306	126775739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.964929705	1.559606073	0.004923103	NA	NA	NA	NA	NA	NA
scaffold-ma2	128664377	128676797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.432736319	1.585991897	0.011978015	NA	NA	NA	NA	NA	NA
scaffold-ma2	129477863	129491297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.976022382	0.46723742	0.046947119	NA	NA	NA	NA	NA	NA
scaffold-ma2	137076045	137095516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.485490853	0.704047786	0.000322591	NA	NA	NA	NA	NA	NA
scaffold-ma2	138350589	138403406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.498037673	1.242703106	0.049980343	NA	NA	NA	NA	NA	NA
scaffold-ma2	139197776	139209461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.538787293	0.975046435	0.033112509	NA	NA	NA	NA	NA	NA
scaffold-ma2	142711499	142762385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.139218191	1.317201753	0.016692394	NA	NA	NA	NA	NA	NA
scaffold-ma2	146447910	146470210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.83131092	1.423221706	7.39E-05	NA	NA	NA	NA	NA	NA
scaffold-ma2	146738809	146750372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.203042783	0.978456707	0.000602336	NA	NA	NA	NA	NA	NA
scaffold-ma2	147865722	147878088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.632210207	0.907331549	0.021091279	NA	NA	NA	NA	NA	NA
scaffold-ma2	149405572	149410198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.758153371	1.109599973	0.025903123	NA	NA	NA	NA	NA	NA
scaffold-ma2	151009028	151023853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.583466306	1.029113561	0.033131525	NA	NA	NA	NA	NA	NA
scaffold-ma2	157092952	157139287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.574976559	0.923991528	0.001912284	NA	NA	NA	NA	NA	NA
scaffold-ma2	157092952	157139287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.208147611	0.509152173	2.01E-05	NA	NA	NA	NA	NA	NA
scaffold-ma2	160496031	160505057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.746428715	1.13048672	0.027509979	NA	NA	NA	NA	NA	NA
scaffold-ma2	161157776	161177205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.968084133	1.585805062	0.022615801	NA	NA	NA	NA	NA	NA
scaffold-ma2	161365572	161375445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.539243219	0.794423556	0.018346287	NA	NA	NA	NA	NA	NA
scaffold-ma2	171330419	171351488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.287463447	0.712628776	0.033112509	NA	NA	NA	NA	NA	NA
scaffold-ma2	176052460	176059273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.313820116	0.973702982	0.004595428	NA	NA	NA	NA	NA	NA
scaffold-ma2	202075787	202079494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.355697585	0.628408883	0.015946387	NA	NA	NA	NA	NA	NA
scaffold-ma2	210900972	210913334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.773249895	1.625870162	0.006919089	NA	NA	NA	NA	NA	NA
scaffold-ma2	212020037	212070249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.743116185	0.880593766	0.013787104	NA	NA	NA	NA	NA	NA
scaffold-ma2	216951070	216970341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.933424652	0.419077095	0.044291754	NA	NA	NA	NA	NA	NA
scaffold-mi8	2374514	2383621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4507169	0.801389417	0.025624448	NA	NA	NA	NA	NA	NA
scaffold-mi8	4721242	4722081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.510845112	1.068396009	0.042016736	NA	NA	NA	NA	NA	NA
scaffold-mi8	5022314	5024186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.464314175	0.768751929	0.021250543	NA	NA	NA	NA	NA	NA
scaffold-mi8	4918723	4932984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.380781754	0.699386984	0.000437431	NA	NA	NA	NA	NA	NA
scaffold-mi8	5081464	5084884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.197868581	1.46294702	0.016819037	NA	NA	NA	NA	NA	NA
scaffold-mi8	7521569	7536592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.732032429	1.196980291	0.031223558	NA	NA	NA	NA	NA	NA
scaffold-mi8	7501822	7513812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32564865	0.795362944	0.038792489	NA	NA	NA	NA	NA	NA
scaffold-mi8	8066293	8075921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.171933963	0.577196431	0.029484053	NA	NA	NA	NA	NA	NA
scaffold-mi8	8247122	8248279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.901953006	1.366383371	0.004429739	NA	NA	NA	NA	NA	NA
scaffold-mi8	8872264	8881826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.299745821	0.629522921	0.020808607	NA	NA	NA	NA	NA	NA
scaffold-mi8	8558665	8561817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.281796761	0.572873531	0.015946387	NA	NA	NA	NA	NA	NA
scaffold-mi8	9140474	9147134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.522558574	1.230204499	0.047888215	NA	NA	NA	NA	NA	NA
scaffold-mi8	9397688	9401393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.297452599	0.683571537	0.027996994	NA	NA	NA	NA	NA	NA
scaffold-mi8	10144416	10165695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.622490496	1.58427707	0.033152577	NA	NA	NA	NA	NA	NA
scaffold-mi8	10932215	10939420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.518922862	0.740647949	0.01533687	NA	NA	NA	NA	NA	NA
scaffold-un4261	523	885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.29677005	1.140054041	0.00889557	NA	NA	NA	NA	NA	NA
scaffold-un18	99101	109409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.59349757	1.118903527	0.004429739	NA	NA	NA	NA	NA	NA
scaffold-un599	189	5840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.262736408	0.636162019	0.025936585	NA	NA	NA	NA	NA	NA
scaffold-un22	200866	207804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.694436363	1.135708853	0.0311764	NA	NA	NA	NA	NA	NA
scaffold-un12	12346	27314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.846828792	1.321434982	0.027996994	NA	NA	NA	NA	NA	NA
